"Shortage reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Shortage status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Anticipated start date","Actual start date","Estimated end date","Actual end date",Reason,"Date Created","Date Updated","Tier 3"
131245,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,2MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2021-01-05,2021-02-28,2021-02-18,"Demand increase for the drug.",2021-01-09,2021-02-19,No
131248,02460033,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,5MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2021-01-05,,2021-02-01,"Demand increase for the drug.",2021-01-09,2021-02-02,No
131251,02460033,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,5MG,100s,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2021-01-05,2021-02-01,2021-01-29,"Demand increase for the drug.",2021-01-09,2021-02-03,No
134483,02460041,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,10MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2021-02-18,2021-03-15,2021-03-05,"Demand increase for the drug.",2021-02-22,2021-03-16,No
135355,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,2MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2021-03-09,2021-05-20,2021-05-03,"Demand increase for the drug.",2021-03-09,2021-05-21,No
156126,02460076,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",ARIPIPRAZOLE,ARIPIPRAZOLE,20MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2022-03-04,2022-04-15,2022-03-29,"Demand increase for the drug.",2022-03-04,2022-03-30,No
156129,02460084,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",Aripiprazole,ARIPIPRAZOLE,30MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2022-03-04,2022-05-30,2022-05-06,"Demand increase for the drug.",2022-03-04,2022-05-30,No
171268,02460076,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",ARIPIPRAZOLE,ARIPIPRAZOLE,20MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2022-10-07,2023-07-30,2023-06-12,"Demand increase for the drug.",2022-10-07,2023-06-28,No
199562,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",ARIPIPRAZOLE,ARIPIPRAZOLE,2MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2023-07-21,2023-08-15,2023-08-11,"Demand increase for the drug.",2023-07-21,2023-08-15,No
207384,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC","Auro-Aripiprazole 2mg",ARIPIPRAZOLE,2MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,2023-10-19,2023-10-23,2024-02-28,2023-11-27,"Demand increase for the drug.",2023-10-19,2023-11-28,No
210208,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,2MG,"100's and 30's","ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2023-11-15,2024-07-31,2024-07-16,"Demand increase for the drug.",2023-11-15,2024-07-17,No
214401,02460068,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-AMOXICILLIN,ARIPIPRAZOLE,15MG,"30's and 100's","ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2023-12-28,2025-08-30,2025-08-07,"Demand increase for the drug.",2023-12-28,2025-08-08,No
214404,02460076,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,20MG,"100's and 30's","ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2023-12-28,2025-08-30,2025-07-29,"Demand increase for the drug.",2023-12-28,2025-07-30,No
214407,02460033,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,5MG,"100's and 30's","ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,2023-12-28,2023-12-28,2024-07-31,2024-07-16,"Demand increase for the drug.",2023-12-28,2024-07-17,No
225539,02460041,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,10MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2024-04-18,2025-05-30,2025-06-01,"Demand increase for the drug.",2024-04-18,2025-06-03,No
226448,02460084,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,30MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2024-04-29,2026-01-21,2026-01-20,"Demand increase for the drug.",2024-04-29,2026-02-12,No
237504,02460025,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,2MG,30's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2024-09-13,,2025-07-24,"Demand increase for the drug.",2024-09-13,2025-07-25,No
241316,02460033,Shortage,AURO-ARIPIPRAZOLE,"AURO PHARMA INC",AURO-ARIPIPRAZOLE,ARIPIPRAZOLE,5MG,100's,"ORAL; ORAL",Resolved,TABLET,N05AX,ANTIPSYCHOTICS,,2024-10-28,2025-03-15,2025-03-17,"Demand increase for the drug.",2024-10-28,2025-03-18,No
97180,02471493,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,18MG,"30 & 100",ORAL,Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2019-10-23,,2020-07-03,"Demand increase for the drug.",2019-10-24,2020-07-06,No
118359,02471485,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,10MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
118362,02471507,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,25MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
118367,02471515,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,40MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
118370,02471523,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,60MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
118373,02471531,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,80MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
118376,02471558,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",Atomoxetine,ATOMOXETINE,100MG,"30 & 100","ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2020-06-18,,2020-07-03,"Demand increase for the drug.",2020-06-19,2020-07-06,No
269988,02471485,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,10MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
269991,02471493,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,18MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
269994,02471507,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,25MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
269997,02471515,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,40MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
270000,02471523,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,60MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
270003,02471531,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,80MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-15,"Delay in shipping of the drug.",2025-10-21,2025-11-16,No
270006,02471558,Shortage,AURO-ATOMOXETINE,"AURO PHARMA INC",AURO-ATOMOXETINE,ATOMOXETINE,100MG,100,"ORAL; ORAL",Resolved,CAPSULE,N06BA,"PSYCHOSTIMULANTS AND NOOTROPICS",,2025-10-15,2025-11-15,2025-11-04,"Delay in shipping of the drug.",2025-10-21,2025-11-05,No
63041,02407256,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,10MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2018-10-03,,2018-11-12,"Delay in shipping of the drug.",2018-10-03,2018-11-13,No
66856,02407272,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,40MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2018-11-13,,2018-12-04,"Demand increase for the drug.",2018-11-13,2018-12-05,No
67350,02407264,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,20MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2018-11-21,,2018-12-04,"Demand increase for the drug.",2018-11-21,2018-12-05,No
77099,02407256,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,10MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2019-02-27,,2019-03-07,"Demand increase for the drug.",2019-02-28,2019-03-08,No
95248,02407280,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,80MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2019-09-30,,2019-10-09,"Demand increase for the drug.",2019-10-02,2019-10-11,No
97183,02407280,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,80MG,"90 & 500",ORAL,Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2019-10-23,,2019-12-04,"Demand increase for the drug.",2019-10-24,2019-12-05,No
129760,02407264,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,20MG,"90, 500","ORAL; ORAL","Avoided shortage",TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",2020-12-04,,,2020-10-22,"Demand increase for the drug.",2020-12-07,2021-01-07,No
134486,02407280,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,80MG,500's,"ORAL; ORAL",Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2021-02-18,2021-04-15,2021-03-24,"Demand increase for the drug.",2021-02-22,2021-04-13,No
156132,02407264,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC","ATORVASTATIN CALCIUM",ATORVASTATIN,20MG,500's,"ORAL; ORAL",Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2022-03-04,2022-03-31,2022-03-18,"Demand increase for the drug.",2022-03-04,2022-03-29,No
166557,02407256,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Atorvastatin,ATORVASTATIN,10MG,500's,"ORAL; ORAL",Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2022-08-12,2022-09-18,2022-09-06,"Demand increase for the drug.",2022-08-12,2022-09-21,No
166560,02407264,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",ATORVASTATIN,ATORVASTATIN,20MG,500's,"ORAL; ORAL",Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2022-08-12,2022-09-30,2022-09-06,"Demand increase for the drug.",2022-08-12,2022-09-28,No
237507,02407264,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",AURO-ATORVASTATIN,ATORVASTATIN,20MG,90's,"ORAL; ORAL",Resolved,TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2024-09-13,2024-10-30,2024-10-28,"Demand increase for the drug.",2024-09-13,2024-10-29,No
242929,02407280,Shortage,AURO-ATORVASTATIN,"AURO PHARMA INC",Auro-Atorvastatin,ATORVASTATIN,80MG,500,"ORAL; ORAL","Avoided shortage",TABLET,C10AA,"LIPID MODIFYING AGENTS, PLAIN",,2024-11-14,2024-12-15,2024-01-10,"Demand increase for the drug.",2024-11-14,2024-12-16,No
111537,02482363,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",Azithromycin,AZITHROMYCIN,100MG,"15 mL","ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2020-04-07,,2020-08-13,"Demand increase for the drug.",2020-04-08,2020-08-14,No
156137,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AZITHROMYCIN,AZITHROMYCIN,200MG,"15mL & 22.5mL","ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2022-03-04,2022-04-30,2022-05-03,"Demand increase for the drug.",2022-03-04,2022-05-04,No
159399,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AZITHROMYCIN,AZITHROMYCIN,200MG,15mL,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2022-01-26,2022-11-30,2022-12-02,"Demand increase for the drug.",2022-04-26,2022-12-08,No
163395,02482363,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AZITHROMYCIN,AZITHROMYCIN,100MG,15ml,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2022-06-23,2022-12-30,2023-01-30,"Demand increase for the drug.",2022-06-23,2024-02-14,No
163400,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AZITHROMYCIN,AZITHROMYCIN,200MG,22.5mL,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2022-06-23,2023-11-15,2023-11-10,"Demand increase for the drug.",2022-06-23,2023-11-11,No
166563,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AZITHROMYCIN,AZITHROMYCIN,200MG,"22.5 mL","ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2022-08-12,2022-12-15,2022-12-14,"Demand increase for the drug.",2022-08-12,2022-12-19,No
214410,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,200MG,22.5mL,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",2023-12-28,2023-12-28,2024-02-15,2024-02-12,"Demand increase for the drug.",2023-12-28,2024-02-13,No
223448,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,200MG,22.5mL,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2024-03-26,2024-08-15,2024-08-06,"Demand increase for the drug.",2024-03-26,2024-08-07,No
235873,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,200MG,37.5ml,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2024-08-26,2024-09-15,2024-09-13,"Demand increase for the drug.",2024-08-26,2024-09-14,No
239859,02482363,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,100MG,15ml,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2024-10-11,2025-02-18,2025-02-26,"Demand increase for the drug.",2024-10-11,2025-02-27,No
239864,02482371,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,200MG,37.5ml,"ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2024-10-11,2025-04-15,2025-04-22,"Demand increase for the drug.",2024-10-11,2025-04-23,No
263266,02482363,Shortage,AURO-AZITHROMYCIN,"AURO PHARMA INC",AURO-AZITHROMYCIN,AZITHROMYCIN,100MG,"100Mg/5Ml 15Ml","ORAL; ORAL",Resolved,"POWDER FOR SUSPENSION",J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",,2025-07-18,2025-08-30,2025-08-13,"Demand increase for the drug.",2025-07-21,2025-08-19,No
21037,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",Betahistine,"BETAHISTINE HYDROCHLORIDE",16MG,100,ORAL,Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2017-08-28,2017-10-16,2018-04-30,"Demand increase for the drug.",2017-09-05,2018-05-01,No
91692,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",16MG,100,ORAL,Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2019-08-15,,2019-09-04,"Delay in shipping of the drug.",2019-08-16,2019-09-05,No
93084,02449145,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",8MG,100,ORAL,Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2019-09-04,,2020-02-28,"Demand increase for the drug.",2019-09-05,2020-02-29,No
97188,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",16MG,100,ORAL,Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2019-10-23,,2020-02-11,"Demand increase for the drug.",2019-10-24,2020-02-13,No
119568,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",16MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2020-07-03,,2020-08-18,"Demand increase for the drug.",2020-07-06,2020-08-19,No
121538,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",24MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2020-07-29,,2020-12-17,"Demand increase for the drug.",2020-07-30,2021-01-07,No
125225,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Betahistine Hydrochloride","BETAHISTINE HYDROCHLORIDE",16MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2020-09-25,,2020-09-28,"Demand increase for the drug.",2020-09-29,2020-09-29,No
156140,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",16MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2022-03-04,2022-06-30,2022-06-27,"Demand increase for the drug.",2022-03-04,2022-06-29,No
156145,02449145,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",8MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2022-03-04,2022-06-30,2022-06-27,"Demand increase for the drug.",2022-03-04,2022-06-29,No
199567,02449145,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",8MG,100s,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2023-07-21,2023-08-31,2023-08-25,"Demand increase for the drug.",2023-07-21,2023-08-29,No
211580,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",16MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2023-11-27,2024-09-30,2024-09-27,"Demand increase for the drug.",2023-11-27,2024-09-28,No
228644,02449145,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",8MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2024-05-24,2025-02-24,2025-02-24,"Demand increase for the drug.",2024-05-24,2025-02-25,No
230397,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",24MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2024-06-13,2024-08-30,2024-06-24,"Demand increase for the drug.",2024-06-13,2024-06-25,No
235876,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",24MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2024-08-26,2024-09-30,2024-09-13,"Demand increase for the drug.",2024-08-26,2024-09-14,No
241319,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",24MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2024-10-28,2025-01-30,2025-01-30,"Demand increase for the drug.",2024-10-28,2025-01-31,No
243121,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC",AURO-BETAHISTINE,"BETAHISTINE HYDROCHLORIDE",24MG,100's,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2024-12-01,2025-01-30,2025-01-30,"Demand increase for the drug.",2024-11-15,2025-01-31,No
251261,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Auro-Betahistine 16mg Tab 100 Btl","BETAHISTINE HYDROCHLORIDE",16MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2025-02-28,2025-02-28,2025-03-03,"Demand increase for the drug.",2025-02-26,2025-03-04,No
252406,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Auro-Betahistine 16mg Tab 100 Btl","BETAHISTINE HYDROCHLORIDE",16MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2025-03-12,2025-03-17,2025-03-17,"Demand increase for the drug.",2025-03-12,2025-03-18,No
252974,02449161,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Auro-Betahistine 24mg 100s","BETAHISTINE HYDROCHLORIDE",24MG,100,"ORAL; ORAL",Resolved,TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2025-03-18,2025-05-15,2025-05-15,"Demand increase for the drug.",2025-03-18,2025-05-16,No
254027,02449145,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Auro-Betahistine 8mg Tab 100 Btl","BETAHISTINE HYDROCHLORIDE",8MG,100,"ORAL; ORAL","Avoided shortage",TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2025-04-04,2025-05-15,2025-03-15,"Demand increase for the drug.",2025-04-03,2025-05-16,No
254697,02449153,Shortage,AURO-BETAHISTINE,"AURO PHARMA INC","Auro-Betahistine 16mg Tab 100 Btl","BETAHISTINE HYDROCHLORIDE",16MG,100,"ORAL; ORAL","Avoided shortage",TABLET,N07CA,"ANTIVERTIGO PREPARATIONS",,2025-04-09,2025-05-15,2025-03-15,"Demand increase for the drug.",2025-04-09,2025-05-16,No
166566,02500213,Shortage,AURO-BUSPIRONE,"AURO PHARMA INC",BUSPIRONE,"BUSPIRONE HYDROCHLORIDE",10MG,100's,ORAL,Resolved,TABLET,N05BE,ANXIOLYTICS,,2022-08-12,,2023-01-18,"Demand increase for the drug.",2022-08-12,2023-03-02,No
219235,02500213,Shortage,AURO-BUSPIRONE,"AURO PHARMA INC",AURO-BUSPIRONE,"BUSPIRONE HYDROCHLORIDE",10MG,100's,ORAL,Resolved,TABLET,N05BE,ANXIOLYTICS,,2024-02-12,,2024-03-27,"Demand increase for the drug.",2024-02-12,2024-03-28,No
